# Wavelength (nm), Reflection (%)
157.30098055466834, 1.268283254232827
159.40943997470686, 3.062778888737668
161.84096978975123, 4.813339336006621
164.27249960479566, 6.669600996722977
167.09511463484716, 8.710162209091152
169.61784614034775, 10.670906102263089
171.90870894129864, 12.435964642604574
174.8488041149887, 14.39748660875
177.60340432503898, 16.609937108843027
180.35800453508926, 18.74535838456144
183.06159363013865, 20.684283814768676
185.76518272518797, 22.554025589750566
188.54760717978422, 24.42723627340591
190.83846998073517, 26.182179865092152
193.45085738532822, 28.08800477421923
196.1034353653767, 30.086128589825478
198.9260503954282, 32.118487616264886
201.6296394904776, 34.08701223917164
204.282217470526, 35.90896736569891
206.9858065655754, 37.83576782540274
209.76823102017158, 39.67046389687077
212.23995141067127, 41.34238061834515
214.94354050572065, 43.24921053839632
217.76615553577216, 45.1392794698104
220.37854294036526, 46.781272801512976
222.9012744458659, 48.64981504732743
225.50284131091337, 50.68395715766441
228.52383289930185, 52.34056097075791
230.7477114078273, 53.88702423182756
233.72583304906345, 55.54435856899062
236.37841102911187, 57.079807774857876
239.13414481949553, 58.47864897972004
241.23745160165515, 60.09760270615233
244.0708871712523, 61.701454252300735
246.72346515130073, 63.029673447593524
249.37604313134915, 64.3161684796834
252.4265078084049, 65.76399694282455
255.60960138446296, 67.17149204820286
258.7337487831866, 68.61607529865044
261.31264404156707, 69.97674662087883
266.08728440565426, 71.27714970736969
270.1987802747293, 72.57338037754023
274.51524807862626, 73.82864550565702
278.5544009118818, 75.1366348036393
284.52270136699076, 76.43981950101033
291.15414631711184, 77.72492372766011
298.448735762245, 79.08884026258207
306.40646970239027, 80.39156135813973
314.36420364253553, 81.63865023609353
323.1619206096961, 82.91726403735618
333.59539399788656, 84.07603676986379
344.00166145807657, 85.33284345505928
356.8054513233103, 86.63164176604232
370.7314857185645, 87.74681485528386
385.32066460883084, 88.77853961811957
399.9098434990972, 89.64336772814362
414.4990223893635, 90.2806094934245
429.08820127962974, 90.69026491396221
443.6773801698961, 90.93808115601588
458.2665590601624, 91.0948628601723
472.85573795042876, 91.1353226547933
487.4449168406951, 91.22129971836294
502.03409573096144, 91.23647214134583
516.6232746212278, 91.33256415357071
531.212453511494, 91.39831131982986
545.8016324017603, 91.53992060100339
560.3908112920267, 91.65624251053879
574.979990182293, 91.75233452276368
589.5691690725594, 91.7776218944018
604.1583479628257, 91.7776218944018
618.747526853092, 91.76244947141893
633.3367057433583, 91.63095513890066
647.9258846336246, 91.42865616579562
662.515063523891, 91.03923064256841
677.1042424141573, 90.42727624892566
691.6934213044236, 89.61808035650549
706.28260019469, 88.65716023425655
720.8717790849563, 87.6001480997827
734.7978134802105, 86.44805544794949
744.3368919853847, 85.22585842120566
753.8521653035583, 84.11891993760011
763.313026765731, 82.8208348601761
773.0115150052831, 81.61778815449206
787.1862285861669, 80.74727038584943
801.7754074764331, 80.43370697753662
816.3645863666994, 80.80796007778093
830.9537652569658, 81.5969260728906
845.5429441472321, 82.57807609245005
860.1321230374984, 83.61485832961338
874.0581574327526, 84.75683603279134
887.3210473329947, 85.97518159831645
901.2470817282489, 87.14497541029635
916.0573087835193, 88.12443960507994
924.999711822319, 89.32474684550318
932.354587130635, 90.7458971315661
939.046317943939, 91.92597447467884
951.3144911016628, 93.18233538889994
966.2352422394353, 94.1242899824203
980.8244211297016, 94.68061215845916
995.4136000199679, 95.15095727092837
1010.0027789102343, 95.46452067924119
1024.5919578005005, 95.72750934427773
1039.1811366907668, 95.95509568902091
1053.7703155810332, 96.10176244452207
1068.3594944712995, 96.22819930271272
1082.9486733615659, 96.3394637379205
1097.5378522518322, 96.45072817312827
1112.1270311420985, 96.55693513400841
1126.7162100323649, 96.64291219757806
1141.3053889226312, 96.67325704354381
1155.8945678128975, 96.77440653009633
1170.483746703164, 96.79463642740683
1185.0729255934302, 96.89578591395936
1199.6621044836966, 96.95141813156324
1214.251283373963, 97.00705034916713
1228.8404622642292, 97.00705034916713
1243.4296411544956, 97.00705034916713
1258.018820044762, 97.05762509244339
1272.6079989350283, 97.1183147843749
1287.1971778252946, 97.1183147843749
1301.786356715561, 97.1183147843749
1316.3755356058273, 97.1183147843749
1330.9647144960936, 97.20429184794455
1345.5538933863595, 97.22957921958267
1360.1430722766258, 97.22957921958267
1374.7322511668922, 97.29026891151419
1389.3214300571585, 97.34084365479045
1403.9106089474249, 97.34084365479045
1418.4997878376912, 97.34084365479045
1433.0889667279575, 97.34084365479045
1447.6781456182239, 97.34084365479045
1462.2673245084902, 97.34084365479045
1476.8565033987566, 97.34084365479045
1491.445682289023, 97.34084365479045
1506.0348611792892, 97.34590112911808
1520.6240400695556, 97.44705061567059
1535.213218959822, 97.45210808999822
1549.8023978500883, 97.45210808999822
1564.3915767403546, 97.45210808999822
1578.980755630621, 97.45210808999822
1593.5699345208873, 97.45210808999822
1608.1591134111536, 97.45210808999822
1622.74829230142, 97.45210808999822
1637.3374711916863, 97.45210808999822
1651.9266500819526, 97.45210808999822
1666.515828972219, 97.55325757655073
1681.1050078624853, 97.56337252520599
1695.6941867527516, 97.56337252520599
1710.283365643018, 97.603832319827
1724.8725445332843, 97.67463696041376
1739.4617234235507, 97.67463696041376
1754.0509023138166, 97.67463696041376
1768.640081204083, 97.67463696041376
1783.2292600943492, 97.74544160100054
1797.8184389846156, 97.78590139562154
1812.407617874882, 97.78590139562154
1826.9967967651482, 97.78590139562154
1841.5859756554146, 97.78590139562154
1856.175154545681, 97.7960163442768
1870.7643334359473, 97.89716583082931
1885.3535123262136, 97.89716583082931
1899.94269121648, 97.89716583082931
1914.5318701067463, 97.89716583082931
1929.1210489970126, 97.89716583082931
1943.710227887279, 97.89716583082931
1958.2994067775453, 97.89716583082931
1972.8885856678116, 97.89716583082931
1985.4883310730415, 97.89716583082931